,NOC,Sport,Year,Gold,Silver,Bronze,Total
2102,FRA,Canoeing,2004,2,0,1,3
2103,FRA,Gymnastics,2004,1,0,0,1
2104,FRA,Taekwondo,2008,0,0,1,1
2105,FRA,Sailing,2008,0,1,3,4
2106,FRA,Rowing,2008,0,0,8,8
2107,FRA,Weightlifting,2008,0,1,0,1
2108,FRA,Wrestling,2008,1,0,1,2
2109,FRA,Boxing,2008,0,2,1,3
2110,FRA,Athletics,2008,0,1,1,2
2111,FRA,Judo,2008,0,2,2,4
2112,FRA,Swimming,2008,1,7,3,11
2113,FRA,Fencing,2008,6,2,0,8
2114,FRA,Shooting,2008,0,0,1,1
2115,FRA,Cycling,2008,2,6,1,9
2116,FRA,Canoeing,2008,0,1,2,3
2117,FRA,Archery,2008,0,0,3,3
2118,FRA,Gymnastics,2008,0,1,1,2
2119,FRA,Handball,2008,15,0,0,15
2120,FRA,Taekwondo,2012,0,1,1,2
2121,FRA,Sailing,2012,0,0,1,1
2122,FRA,Rowing,2012,0,2,0,2
2123,FRA,Tennis,2012,0,2,2,4
2124,FRA,Wrestling,2012,0,0,1,1
2125,FRA,Athletics,2012,1,1,4,6
2126,FRA,Judo,2012,2,0,5,7
2127,FRA,Swimming,2012,9,6,6,21
2128,FRA,Shooting,2012,0,1,1,2
2129,FRA,Basketball,2012,0,12,0,12
2130,FRA,Cycling,2012,1,5,0,6
2131,FRA,Canoeing,2012,2,0,0,2
2132,FRA,Gymnastics,2012,0,0,1,1
2133,FRA,Handball,2012,15,0,0,15
2134,FRA,Taekwondo,2016,0,1,0,1
2135,FRA,Sailing,2016,1,0,3,4
2136,FRA,Rowing,2016,2,0,4,6
2137,FRA,Boxing,2016,2,2,2,6
2138,FRA,Athletics,2016,0,3,3,6
2139,FRA,Judo,2016,2,2,1,5
2140,FRA,Swimming,2016,0,7,1,8
2141,FRA,Fencing,2016,4,4,1,9
2142,FRA,Shooting,2016,0,1,1,2
2143,FRA,Equestrianism,2016,8,1,0,9
2144,FRA,Cycling,2016,0,0,3,3
2145,FRA,Canoeing,2016,1,1,2,4
2146,FRA,Archery,2016,0,1,0,1
2147,FRA,Modern Pentathlon,2016,0,1,0,1
2148,FRA,Handball,2016,0,31,0,31
2149,FRA,Taekwondo,2020,0,0,1,1
2150,FRA,Sailing,2020,0,2,2,4
2151,FRA,Rowing,2020,2,2,0,4
2152,FRA,Athletics,2020,0,1,0,1
2153,FRA,Judo,2020,12,3,3,18
2154,FRA,Swimming,2020,0,1,0,1
2155,FRA,Fencing,2020,5,8,1,14
2156,FRA,Shooting,2020,1,0,0,1
2157,FRA,Volleyball,2020,12,0,0,12
2158,FRA,Basketball,2020,0,12,12,24
2159,FRA,Rugby Sevens,2020,0,13,0,13
2160,FRA,Triathlon,2020,0,0,5,5
2161,FRA,Cycling Track,2020,0,0,7,7
2162,FRA,Equestrian,2020,0,0,3,3
2163,FRA,Handball,2020,32,0,0,32
2164,FRA,Karate,2020,1,0,0,1
2165,FRA,Taekwondo,2024,1,0,1,2
2166,FRA,Sailing,2024,0,1,2,3
2167,FRA,Boxing,2024,0,2,1,3
2168,FRA,Athletics,2024,0,1,0,1
2169,FRA,Judo,2024,15,2,6,23
2170,FRA,Swimming,2024,4,1,7,12
2171,FRA,Fencing,2024,1,7,8,16
2172,FRA,Football,2024,0,21,0,21
2173,FRA,Shooting,2024,0,1,0,1
2174,FRA,Volleyball,2024,13,0,0,13
2175,FRA,Basketball,2024,0,24,0,24
2176,FRA,Rugby Sevens,2024,13,0,0,13
2177,FRA,Cycling BMX Freestyle,2024,0,0,1,1
2178,FRA,Archery,2024,0,3,1,4
2179,FRA,Triathlon,2024,1,0,1,2
2180,FRA,Modern Pentathlon,2024,0,1,0,1
2181,FRA,Canoe Slalom,2024,1,2,0,3
2182,FRA,Cycling Road,2024,0,1,1,2
2183,FRA,Cycling Track,2024,1,0,0,1
2184,FRA,Equestrian,2024,0,4,4,8
2185,FRA,Surfing,2024,1,0,1,2
2186,FRA,Cycling BMX Racing,2024,1,1,1,3
2187,FRA,Handball,2024,0,17,0,17
2188,FRA,Breaking,2024,0,1,0,1
2189,FRA,Table Tennis,2024,0,0,4,4
2190,FRA,3x3 Basketball,2024,0,4,0,4
2191,FRA,Cycling Mountain Bike,2024,1,1,0,2
2192,FRG,Sailing,1968,0,2,0,2
2193,FRG,Rowing,1968,10,1,0,11
2194,FRG,Wrestling,1968,0,0,1,1
2195,FRG,Boxing,1968,0,0,1,1
2196,FRG,Athletics,1968,1,4,6,11
2197,FRG,Swimming,1968,0,0,5,5
2198,FRG,Shooting,1968,1,1,1,3
2199,FRG,Equestrianism,1968,3,1,4,8
2200,FRG,Cycling,1968,0,5,0,5
2201,FRG,Canoeing,1968,2,2,0,4
2202,FRG,Sailing,1972,0,0,4,4
2203,FRG,Rowing,1972,5,0,4,9
2204,FRG,Weightlifting,1972,0,1,0,1
2205,FRG,Wrestling,1972,0,1,1,2
2206,FRG,Boxing,1972,1,0,1,2
2207,FRG,Athletics,1972,9,3,8,20
2208,FRG,Judo,1972,0,1,1,2
2209,FRG,Swimming,1972,0,6,12,18
2210,FRG,Shooting,1972,1,0,0,1
2211,FRG,Equestrianism,1972,5,3,5,13
2212,FRG,Hockey,1972,18,0,0,18
2213,FRG,Cycling,1972,5,0,1,6
2214,FRG,Canoeing,1972,0,4,2,6
2215,FRG,Sailing,1976,4,0,2,6
2216,FRG,Rowing,1976,0,1,9,10
2217,FRG,Wrestling,1976,0,0,2,2
2218,FRG,Boxing,1976,0,0,1,1
2219,FRG,Athletics,1976,1,7,7,15
2220,FRG,Judo,1976,0,1,0,1
2221,FRG,Swimming,1976,0,0,7,7
2222,FRG,Fencing,1976,6,6,0,12
2223,FRG,Shooting,1976,1,1,1,3
2224,FRG,Equestrianism,1976,4,9,2,15
2225,FRG,Cycling,1976,5,0,0,5
2226,FRG,Gymnastics,1976,0,0,1,1
2227,FRG,Sailing,1984,0,2,0,2
2228,FRG,Rowing,1984,4,1,2,7
2229,FRG,Weightlifting,1984,2,0,1,3
2230,FRG,Wrestling,1984,1,2,0,3
2231,FRG,Boxing,1984,0,0,1,1
2232,FRG,Athletics,1984,4,2,10,16
2233,FRG,Judo,1984,1,0,2,3
2234,FRG,Swimming,1984,2,10,9,21
2235,FRG,Fencing,1984,10,7,0,17
2236,FRG,Shooting,1984,0,1,0,1
2237,FRG,Equestrianism,1984,4,0,8,12
2238,FRG,Hockey,1984,0,32,0,32
2239,FRG,Cycling,1984,1,2,5,8
2240,FRG,Canoeing,1984,1,1,2,4
2241,FRG,Water Polo,1984,0,0,12,12
2242,FRG,Handball,1984,0,15,0,15
2243,FRG,Rhythmic Gymnastics,1984,0,0,1,1
2244,FRG,Rowing,1988,9,1,4,14
2245,FRG,Tennis,1988,1,0,2,3
2246,FRG,Weightlifting,1988,0,1,2,3
2247,FRG,Wrestling,1988,0,1,0,1
2248,FRG,Boxing,1988,0,0,1,1
2249,FRG,Athletics,1988,0,1,8,9
2250,FRG,Judo,1988,0,2,0,2
2251,FRG,Swimming,1988,1,1,6,8
2252,FRG,Fencing,1988,7,11,1,19
2253,FRG,Football,1988,0,0,18,18
2254,FRG,Shooting,1988,1,1,1,3
2255,FRG,Equestrianism,1988,13,0,1,14
2256,FRG,Hockey,1988,0,16,0,16
2257,FRG,Cycling,1988,0,2,2,4
2258,GAB,Taekwondo,2012,0,1,0,1
2259,GBR,Tennis,1896,2,0,1,3
2260,GBR,Weightlifting,1896,1,1,0,2
2261,GBR,Athletics,1896,0,1,1,2
2262,GBR,Cycling,1896,0,1,1,2
2263,GBR,Sailing,1900,12,1,1,14
2264,GBR,Rowing,1900,0,0,1,1
2265,GBR,Tennis,1900,6,2,6,14
2266,GBR,Athletics,1900,7,3,2,12
2267,GBR,Rugby,1900,0,15,0,15
2268,GBR,Swimming,1900,2,0,1,3
2269,GBR,Polo,1900,3,2,1,6
2270,GBR,Football,1900,11,0,1,12
2271,GBR,Cycling,1900,0,1,0,1
2272,GBR,Water Polo,1900,6,0,1,7
2273,GBR,Golf,1900,0,1,1,2
2274,GBR,Cricket,1900,12,9,0,21
2275,GBR,Athletics,1904,1,1,0,2
2276,GBR,Athletics,1906,3,5,1,9
2277,GBR,Swimming,1906,1,2,5,8
2278,GBR,Fencing,1906,0,4,0,4
2279,GBR,Football,1906,0,8,0,8
2280,GBR,Shooting,1906,2,0,2,4
2281,GBR,Cycling,1906,3,3,0,6
2282,GBR,Sailing,1908,22,10,5,37
2283,GBR,Rowing,1908,16,7,9,32
2284,GBR,Tennis,1908,8,7,5,20
2285,GBR,Wrestling,1908,3,4,4,11
2286,GBR,Boxing,1908,5,4,5,14
2287,GBR,Athletics,1908,11,7,3,21
2288,GBR,Rugby,1908,0,15,0,15
2289,GBR,Swimming,1908,7,2,1,10
2290,GBR,Polo,1908,4,8,0,12
2291,GBR,Fencing,1908,0,6,0,6
2292,GBR,Football,1908,11,0,0,11
2293,GBR,Shooting,1908,14,15,16,45
2294,GBR,Hockey,1908,11,12,22,45
2295,GBR,Cycling,1908,8,4,2,14
2296,GBR,Archery,1908,2,2,1,5
2297,GBR,Water Polo,1908,7,0,0,7
2298,GBR,Gymnastics,1908,0,1,0,1
2299,GBR,Tug-Of-War,1908,8,8,8,24
2300,GBR,Lacrosse,1908,0,12,0,12
2301,GBR,Figure Skating,1908,1,3,4,8
2302,GBR,Motorboating,1908,6,0,0,6
2303,GBR,Jeu De Paume,1908,0,1,1,2
2304,GBR,Racquets,1908,3,3,4,10
2305,GBR,Rowing,1912,10,14,0,24
2306,GBR,Tennis,1912,3,3,3,9
2307,GBR,Athletics,1912,5,1,16,22
2308,GBR,Swimming,1912,4,2,6,12
2309,GBR,Fencing,1912,0,6,0,6
2310,GBR,Football,1912,14,0,0,14
2311,GBR,Shooting,1912,4,17,10,31
2312,GBR,Cycling,1912,0,13,0,13
2313,GBR,Diving,1912,0,0,1,1
2314,GBR,Water Polo,1912,7,0,0,7
2315,GBR,Gymnastics,1912,0,0,23,23
2316,GBR,Tug-Of-War,1912,0,8,0,8
2317,GBR,Sailing,1920,4,0,0,4
2318,GBR,Rowing,1920,0,10,0,10
2319,GBR,Tennis,1920,4,5,1,10
2320,GBR,Wrestling,1920,0,0,2,2
2321,GBR,Boxing,1920,2,1,3,6
2322,GBR,Athletics,1920,7,14,4,25
2323,GBR,Swimming,1920,0,4,4,8
2324,GBR,Polo,1920,4,0,0,4
2325,GBR,Hockey,1920,14,0,0,14
2326,GBR,Cycling,1920,2,6,1,9
2327,GBR,Diving,1920,0,1,0,1
2328,GBR,Water Polo,1920,7,0,0,7
2329,GBR,Art Competitions,1920,0,1,0,1
2330,GBR,Tug-Of-War,1920,8,0,0,8
2331,GBR,Figure Skating,1920,0,0,2,2
2332,GBR,Sailing,1924,0,5,0,5
2333,GBR,Rowing,1924,5,0,0,5
2334,GBR,Tennis,1924,0,2,3,5
2335,GBR,Wrestling,1924,0,0,1,1
2336,GBR,Boxing,1924,2,2,0,4
2337,GBR,Athletics,1924,3,11,8,22
2338,GBR,Swimming,1924,1,5,1,7
2339,GBR,Polo,1924,0,0,4,4
2340,GBR,Fencing,1924,0,1,0,1
2341,GBR,Shooting,1924,4,2,0,6
2342,GBR,Cycling,1924,0,1,1,2
2343,GBR,Diving,1924,0,0,1,1
2344,GBR,Art Competitions,1924,0,1,0,1
2345,GBR,Rowing,1928,4,11,1,16
2346,GBR,Wrestling,1928,0,0,1,1
2347,GBR,Athletics,1928,2,2,4,8
2348,GBR,Swimming,1928,0,5,2,7
2349,GBR,Fencing,1928,0,1,0,1
2350,GBR,Cycling,1928,0,7,4,11
2351,GBR,Gymnastics,1928,0,0,12,12
2352,GBR,Art Competitions,1928,1,1,0,2
2353,GBR,Sailing,1932,0,2,0,2
2354,GBR,Rowing,1932,6,0,0,6
2355,GBR,Athletics,1932,2,7,5,14
2356,GBR,Swimming,1932,0,0,5,5
2357,GBR,Fencing,1932,0,1,0,1
2358,GBR,Cycling,1932,0,2,4,6
2359,GBR,Art Competitions,1932,1,0,0,1
2360,GBR,Sailing,1936,5,0,1,6
2361,GBR,Rowing,1936,2,4,0,6
2362,GBR,Athletics,1936,5,8,0,13
2363,GBR,Polo,1936,0,4,0,4
2364,GBR,Equestrianism,1936,0,0,3,3
2365,GBR,Cycling,1936,0,0,4,4
2366,GBR,Sailing,1948,2,0,0,2
2367,GBR,Rowing,1948,4,9,0,13
2368,GBR,Weightlifting,1948,0,1,1,2
2369,GBR,Boxing,1948,0,2,0,2
2370,GBR,Athletics,1948,0,9,1,10
2371,GBR,Swimming,1948,0,0,1,1
2372,GBR,Equestrianism,1948,0,0,3,3
2373,GBR,Hockey,1948,0,12,0,12
2374,GBR,Cycling,1948,0,7,5,12
2375,GBR,Art Competitions,1948,1,2,1,4
2376,GBR,Sailing,1952,0,1,0,1
2377,GBR,Wrestling,1952,0,0,1,1
2378,GBR,Athletics,1952,0,1,7,8
2379,GBR,Swimming,1952,0,0,1,1
2380,GBR,Equestrianism,1952,3,0,0,3
2381,GBR,Hockey,1952,0,0,13,13
2382,GBR,Cycling,1952,0,0,4,4
2383,GBR,Sailing,1956,0,4,5,9
2384,GBR,Boxing,1956,2,1,2,5
2385,GBR,Athletics,1956,1,7,5,13
2386,GBR,Swimming,1956,1,0,1,2
2387,GBR,Fencing,1956,1,0,0,1
2388,GBR,Equestrianism,1956,3,0,4,7
2389,GBR,Cycling,1956,0,4,5,9
2390,GBR,Weightlifting,1960,0,0,1,1
2391,GBR,Boxing,1960,0,0,3,3
2392,GBR,Athletics,1960,1,3,7,11
2393,GBR,Swimming,1960,1,1,1,3
2394,GBR,Fencing,1960,0,7,0,7
2395,GBR,Equestrianism,1960,0,0,1,1
2396,GBR,Diving,1960,0,0,2,2
2397,GBR,Sailing,1964,0,2,0,2
2398,GBR,Rowing,1964,0,4,0,4
2399,GBR,Weightlifting,1964,0,1,0,1
2400,GBR,Athletics,1964,4,10,4,18
2401,GBR,Swimming,1964,0,1,0,1
2402,GBR,Fencing,1964,0,1,0,1
2403,GBR,Equestrianism,1964,0,0,1,1
2404,GBR,Sailing,1968,2,0,3,5
2405,GBR,Boxing,1968,1,0,0,1
2406,GBR,Athletics,1968,1,2,1,4
2407,GBR,Swimming,1968,0,1,0,1
2408,GBR,Shooting,1968,1,0,0,1
2409,GBR,Equestrianism,1968,4,2,1,7
2410,GBR,Sailing,1972,2,2,0,4
2411,GBR,Boxing,1972,0,0,3,3
2412,GBR,Athletics,1972,1,4,2,7
2413,GBR,Judo,1972,0,1,2,3
2414,GBR,Swimming,1972,0,1,0,1
2415,GBR,Shooting,1972,0,0,1,1
2416,GBR,Equestrianism,1972,5,1,0,6
2417,GBR,Cycling,1972,0,0,4,4
2418,GBR,Sailing,1976,2,2,0,4
2419,GBR,Rowing,1976,0,11,0,11
2420,GBR,Boxing,1976,0,0,1,1
2421,GBR,Athletics,1976,0,0,1,1
2422,GBR,Judo,1976,0,1,1,2
2423,GBR,Swimming,1976,1,1,4,6
2424,GBR,Cycling,1976,0,0,4,4
2425,GBR,Modern Pentathlon,1976,3,0,0,3
2426,GBR,Rowing,1980,0,9,6,15
2427,GBR,Boxing,1980,0,0,1,1
2428,GBR,Athletics,1980,4,2,10,16
2429,GBR,Judo,1980,0,1,1,2
2430,GBR,Swimming,1980,1,6,6,13
2431,GBR,Sailing,1984,0,0,2,2
2432,GBR,Rowing,1984,5,0,0,5
2433,GBR,Weightlifting,1984,0,0,1,1
2434,GBR,Wrestling,1984,0,0,1,1
2435,GBR,Boxing,1984,0,0,1,1
2436,GBR,Athletics,1984,3,10,9,22
2437,GBR,Judo,1984,0,1,2,3
2438,GBR,Swimming,1984,0,1,7,8
2439,GBR,Shooting,1984,1,0,3,4
2440,GBR,Equestrianism,1984,0,8,1,9
2441,GBR,Hockey,1984,0,0,15,15
2442,GBR,Sailing,1988,2,0,0,2
2443,GBR,Rowing,1988,2,0,3,5
2444,GBR,Boxing,1988,0,0,1,1
2445,GBR,Athletics,1988,0,10,2,12
2446,GBR,Judo,1988,0,0,1,1
2447,GBR,Swimming,1988,1,1,1,3
2448,GBR,Shooting,1988,1,1,0,2
2449,GBR,Equestrianism,1988,0,5,1,6
2450,GBR,Hockey,1988,16,0,0,16
2451,GBR,Archery,1988,0,0,3,3
2452,GBR,Modern Pentathlon,1988,0,0,3,3
2453,GBR,Sailing,1992,0,0,3,3
2454,GBR,Rowing,1992,5,0,0,5
2455,GBR,Boxing,1992,0,0,1,1
2456,GBR,Athletics,1992,2,0,12,14
2457,GBR,Judo,1992,0,2,2,4
2458,GBR,Swimming,1992,0,0,1,1
2459,GBR,Hockey,1992,0,0,16,16
2460,GBR,Cycling,1992,1,0,0,1
2461,GBR,Canoeing,1992,0,1,0,1
2462,GBR,Archery,1992,0,0,4,4
2463,GBR,Sailing,1996,0,3,0,3
2464,GBR,Rowing,1996,2,0,4,6
2465,GBR,Tennis,1996,0,2,0,2
2466,GBR,Athletics,1996,0,9,2,11
2467,GBR,Swimming,1996,0,1,1,2
2468,GBR,Cycling,1996,0,0,2,2
2469,GBR,Sailing,2000,3,4,0,7
2470,GBR,Rowing,2000,13,4,0,17
2471,GBR,Boxing,2000,1,0,0,1
2472,GBR,Athletics,2000,2,2,2,6
2473,GBR,Judo,2000,0,1,0,1
2474,GBR,Shooting,2000,1,1,0,2
2475,GBR,Equestrianism,2000,0,4,0,4
2476,GBR,Cycling,2000,1,3,6,10
2477,GBR,Canoeing,2000,0,1,1,2
2478,GBR,Modern Pentathlon,2000,1,0,1,2
2479,GBR,Badminton,2000,0,0,2,2
2480,GBR,Sailing,2004,4,2,3,9
2481,GBR,Rowing,2004,4,6,2,12
2482,GBR,Boxing,2004,0,1,0,1
2483,GBR,Athletics,2004,6,0,1,7
2484,GBR,Swimming,2004,0,0,2,2
2485,GBR,Equestrianism,2004,1,5,1,7
2486,GBR,Cycling,2004,2,6,2,10
2487,GBR,Diving,2004,0,2,0,2
2488,GBR,Canoeing,2004,0,1,2,3
2489,GBR,Archery,2004,0,0,1,1
2490,GBR,Modern Pentathlon,2004,0,0,1,1
2491,GBR,Badminton,2004,0,2,0,2
2492,GBR,Taekwondo,2008,0,0,1,1
2493,GBR,Sailing,2008,7,2,1,10
2494,GBR,Rowing,2008,6,13,4,23
2495,GBR,Boxing,2008,1,0,2,3
2496,GBR,Athletics,2008,1,2,5,8
2497,GBR,Swimming,2008,2,2,2,6
2498,GBR,Equestrianism,2008,0,0,6,6
2499,GBR,Cycling,2008,13,4,2,19
2500,GBR,Canoeing,2008,1,1,1,3
2501,GBR,Modern Pentathlon,2008,0,1,0,1
2502,GBR,Gymnastics,2008,0,0,1,1
2503,GBR,Taekwondo,2012,1,0,1,2
2504,GBR,Sailing,2012,1,7,0,8
2505,GBR,Rowing,2012,10,6,12,28
2506,GBR,Tennis,2012,1,2,0,3
2507,GBR,Boxing,2012,3,1,1,5
2508,GBR,Athletics,2012,4,1,1,6
2509,GBR,Judo,2012,0,1,1,2
2510,GBR,Swimming,2012,0,1,2,3
2511,GBR,Shooting,2012,1,0,0,1
2512,GBR,Equestrianism,2012,8,5,1,14
2513,GBR,Hockey,2012,0,0,16,16
2514,GBR,Cycling,2012,15,2,2,19
2515,GBR,Diving,2012,0,0,1,1
2516,GBR,Canoeing,2012,3,2,2,7
2517,GBR,Triathlon,2012,1,0,1,2
2518,GBR,Modern Pentathlon,2012,0,1,0,1
2519,GBR,Gymnastics,2012,0,1,7,8
2520,GBR,Taekwondo,2016,1,1,1,3
2521,GBR,Sailing,2016,3,1,0,4
2522,GBR,Rowing,2016,15,11,0,26
2523,GBR,Tennis,2016,1,0,0,1
2524,GBR,Boxing,2016,1,1,1,3
2525,GBR,Athletics,2016,2,1,11,14
2526,GBR,Judo,2016,0,0,1,1
2527,GBR,Swimming,2016,1,12,0,13
2528,GBR,Shooting,2016,0,0,2,2
2529,GBR,Equestrianism,2016,2,4,0,6
2530,GBR,Hockey,2016,16,0,0,16
2531,GBR,Cycling,2016,14,4,2,20
2532,GBR,Rugby Sevens,2016,0,12,0,12
2533,GBR,Diving,2016,2,1,2,5
2534,GBR,Canoeing,2016,2,4,0,6
2535,GBR,Trampolining,2016,0,1,0,1
2536,GBR,Triathlon,2016,1,1,1,3
2537,GBR,Gymnastics,2016,2,1,3,6
2538,GBR,Golf,2016,1,0,0,1
2539,GBR,Badminton,2016,0,0,2,2
2540,GBR,Taekwondo,2020,0,2,1,3
2541,GBR,Sailing,2020,5,2,1,8
2542,GBR,Rowing,2020,0,4,9,13
2543,GBR,Trampoline Gymnastics,2020,0,0,1,1
2544,GBR,Weightlifting,2020,0,1,0,1
2545,GBR,Boxing,2020,2,2,2,6
2546,GBR,Athletics,2020,0,8,7,15
2547,GBR,Judo,2020,0,0,1,1
2548,GBR,Artistic Gymnastics,2020,1,0,4,5
2549,GBR,Swimming,2020,12,7,1,20
2550,GBR,Shooting,2020,0,0,1,1
2551,GBR,Hockey,2020,0,0,18,18
2552,GBR,Cycling BMX Freestyle,2020,1,0,1,2
2553,GBR,Diving,2020,2,0,2,4
2554,GBR,Triathlon,2020,5,2,0,7
2555,GBR,Modern Pentathlon,2020,2,0,0,2
2556,GBR,Canoe Slalom,2020,0,1,0,1
2557,GBR,Canoe Sprint,2020,0,0,1,1
2558,GBR,Cycling Track,2020,4,12,1,17
2559,GBR,Equestrian,2020,5,1,5,11
2560,GBR,Skateboarding,2020,0,0,1,1
2561,GBR,Cycling BMX Racing,2020,1,1,0,2
2562,GBR,Cycling Mountain Bike,2020,1,0,0,1
2563,GBR,Taekwondo,2024,0,1,0,1
2564,GBR,Sailing,2024,1,0,1,2
2565,GBR,Rowing,2024,15,6,15,36
2566,GBR,Trampoline Gymnastics,2024,1,0,0,1
2567,GBR,Weightlifting,2024,0,0,1,1
2568,GBR,Boxing,2024,0,0,1,1
2569,GBR,Athletics,2024,1,9,30,40
2570,GBR,Artistic Gymnastics,2024,0,0,2,2
2571,GBR,Swimming,2024,6,4,0,10
2572,GBR,Shooting,2024,1,1,0,2
2573,GBR,Cycling BMX Freestyle,2024,0,1,0,1
2574,GBR,Diving,2024,0,2,7,9
2575,GBR,Triathlon,2024,1,0,1,2
2576,GBR,Canoe Slalom,2024,0,2,2,4
2577,GBR,Cycling Road,2024,0,1,0,1
2578,GBR,Cycling Track,2024,4,11,9,24
2579,GBR,Equestrian,2024,8,0,6,14
2580,GBR,Skateboarding,2024,0,0,1,1
2581,GBR,Sport Climbing,2024,1,0,0,1
2582,GBR,Golf,2024,0,1,0,1
2583,GBR,Artistic Swimming,2024,0,2,0,2
2584,GDR,Sailing,1968,0,0,3,3
2585,GDR,Rowing,1968,6,5,0,11
2586,GDR,Wrestling,1968,2,0,0,2
2587,GDR,Boxing,1968,1,0,0,1
2588,GDR,Athletics,1968,2,3,1,6
2589,GDR,Swimming,1968,2,10,1,13
2590,GDR,Shooting,1968,0,0,2,2
2591,GDR,Gymnastics,1968,0,2,12,14
2592,GDR,Sailing,1972,0,3,0,3
2593,GDR,Rowing,1972,9,5,12,26
2594,GDR,Weightlifting,1972,0,0,2,2
2595,GDR,Wrestling,1972,0,1,0,1
2596,GDR,Boxing,1972,0,0,1,1
2597,GDR,Athletics,1972,11,10,5,26
2598,GDR,Judo,1972,0,0,1,1
2599,GDR,Swimming,1972,2,16,6,24
2600,GDR,Football,1972,0,0,17,17
2601,GDR,Shooting,1972,0,0,2,2
2602,GDR,Volleyball,1972,0,12,0,12
2603,GDR,Cycling,1972,0,6,1,7
2604,GDR,Diving,1972,0,0,2,2
2605,GDR,Canoeing,1972,5,2,1,8
2606,GDR,Gymnastics,1972,3,9,7,19
2607,GDR,Sailing,1976,1,0,3,4
2608,GDR,Rowing,1976,42,9,3,54
2609,GDR,Weightlifting,1976,0,1,2,3
2610,GDR,Wrestling,1976,0,1,1,2
2611,GDR,Boxing,1976,1,1,0,2
2612,GDR,Athletics,1976,17,10,9,36
2613,GDR,Swimming,1976,17,9,2,28
2614,GDR,Football,1976,17,0,0,17
2615,GDR,Shooting,1976,2,2,0,4
2616,GDR,Cycling,1976,1,0,2,3
2617,GDR,Diving,1976,0,1,0,1
2618,GDR,Canoeing,1976,4,2,7,13
2619,GDR,Gymnastics,1976,0,1,13,14
2620,GDR,Handball,1976,0,14,0,14
2621,GDR,Sailing,1980,0,2,0,2
2622,GDR,Rowing,1980,51,2,2,55
2623,GDR,Weightlifting,1980,0,2,1,3
2624,GDR,Wrestling,1980,0,1,0,1
2625,GDR,Boxing,1980,1,0,5,6
2626,GDR,Athletics,1980,14,14,10,38
2627,GDR,Judo,1980,1,0,4,5
2628,GDR,Swimming,1980,20,14,8,42
2629,GDR,Football,1980,0,17,0,17
2630,GDR,Shooting,1980,0,5,1,6
2631,GDR,Volleyball,1980,0,12,0,12
2632,GDR,Cycling,1980,2,8,0,10
2633,GDR,Diving,1980,2,1,1,4
2634,GDR,Canoeing,1980,8,2,4,14
2635,GDR,Gymnastics,1980,2,8,11,21
2636,GDR,Handball,1980,14,0,14,28
2637,GDR,Sailing,1988,3,0,0,3
2638,GDR,Rowing,1988,31,3,4,38
2639,GDR,Weightlifting,1988,1,1,1,3
2640,GDR,Wrestling,1988,0,0,1,1
2641,GDR,Boxing,1988,2,1,0,3
2642,GDR,Athletics,1988,6,14,14,34
2643,GDR,Judo,1988,0,2,1,3
2644,GDR,Swimming,1988,21,12,12,45
2645,GDR,Fencing,1988,0,1,0,1
2646,GDR,Shooting,1988,1,1,0,2
2647,GDR,Cycling,1988,6,6,1,13
2648,GDR,Canoeing,1988,7,5,5,17
2649,GDR,Gymnastics,1988,1,8,9,18
2650,GEO,Wrestling,1996,0,0,1,1
2651,GEO,Judo,1996,0,0,1,1
2652,GEO,Weightlifting,2000,0,0,1,1
2653,GEO,Wrestling,2000,0,0,3,3
2654,GEO,Boxing,2000,0,0,1,1
2655,GEO,Judo,2000,0,0,1,1
2656,GEO,Weightlifting,2004,1,0,0,1
2657,GEO,Wrestling,2004,0,1,0,1
2658,GEO,Judo,2004,1,1,0,2
2659,GEO,Wrestling,2008,2,0,2,4
2660,GEO,Judo,2008,1,0,0,1
2661,GEO,Shooting,2008,0,0,1,1
2662,GEO,Wrestling,2012,0,3,3,6
2663,GEO,Judo,2012,1,0,0,1
2664,GEO,Weightlifting,2016,1,0,1,2
2665,GEO,Wrestling,2016,1,0,2,3
2666,GEO,Judo,2016,0,1,1,2
2667,GEO,Weightlifting,2020,1,0,1,2
2668,GEO,Wrestling,2020,0,2,0,2
2669,GEO,Judo,2020,1,3,0,4
2670,GEO,Weightlifting,2024,1,0,0,1
2671,GEO,Wrestling,2024,1,1,0,2
2672,GEO,Boxing,2024,0,0,1,1
2673,GEO,Judo,2024,1,2,0,3
2674,GER,Tennis,1896,1,0,0,1
2675,GER,Wrestling,1896,1,0,0,1
2676,GER,Athletics,1896,0,1,0,1
2677,GER,Cycling,1896,0,1,0,1
2678,GER,Gymnastics,1896,23,3,2,28
2679,GER,Sailing,1900,4,4,0,8
2680,GER,Rowing,1900,5,0,11,16
2681,GER,Rugby,1900,0,15,0,15
2682,GER,Swimming,1900,5,0,0,5
2683,GER,Cycling,1900,0,1,0,1
2684,GER,Weightlifting,1904,0,0,2,2
2685,GER,Wrestling,1904,0,1,0,1
2686,GER,Athletics,1904,0,0,1,1
2687,GER,Swimming,1904,4,2,2,8
2688,GER,Diving,1904,0,1,0,1
2689,GER,Gymnastics,1904,0,1,1,2
2690,GER,Tug-Of-War,1904,0,0,1,1
2691,GER,Weightlifting,1906,0,0,3,3
2692,GER,Athletics,1906,0,1,1,2
2693,GER,Swimming,1906,0,4,0,4
2694,GER,Fencing,1906,5,2,0,7
